track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood
To A New Earth,To A New Earth EP,Kill Paris,2013,217146,22,0.629,0.000728,0.629,0.641,0.302,0.155,-4.278,0.181,0.369,110.072,4,Energetic
Hot Like Dimes,Spilling Over Every Side,Pretty Lights,2010-07-29,443015,37,0.663,0.0259,0.663,0.892,0.00278,0.114,-5.726,0.121,0.637,90.192,4,Energetic
Smash the Funk,Mad Liberation,GRiZ,2013,410203,45,0.579,0.00178,0.579,0.886,0.655,0.19,-2.564,0.0479,0.399,102.993,4,Energetic
Total Fascination,Making up a Changing Mind,Pretty Lights,2010-03-02,315473,39,0.639,0.0272,0.639,0.8,0.123,0.284,-4.684,0.07,0.42,95.05,4,Energetic
As We Proceed,As We Proceed,GRiZMATiK,2017-01-20,260069,46,0.61,0.0168,0.61,0.83,0.0119,0.0927,-2.974,0.0636,0.418,109.946,4,Energetic
Bluestep,The Age of Reason,Gramatik,2014-01-25,513852,26,0.692,0.0766,0.692,0.764,0.0823,0.0904,-5.96,0.123,0.351,141.993,4,Energetic
Griztronics,Bangers[2].Zip,GRiZ,2019-08-14,198400,64,0.607,0.037,0.607,0.941,0.0137,0.321,-3.807,0.481,0.521,75.401,4,Energetic
More Important Than Michael Jordan,Filling Up The City Skies (disc 2),Pretty Lights,2008-10-30,516666,37,0.669,0.0215,0.669,0.848,0.464,0.161,-4.891,0.0281,0.586,107.99,4,Energetic
Can't Hold Me Down,Good Will Prevail,GRiZ,2016-09-23,216837,55,0.541,0.00259,0.541,0.933,0.000523,0.136,-4.862,0.12,0.144,89.981,4,Energetic
Lights - Bassnectar Remix - Bonus Track,Lights,Ellie Goulding,2011-01-01,276626,51,0.529,0.00489,0.529,0.804,0.69,0.779,-4.882,0.029,0.316,140.004,4,Energetic
Pursuit,Aleph,Gesaffelstein,2013-10-28,247603,55,0.682,0.0619,0.682,0.934,0.926,0.106,-4.822,0.0741,0.0708,108.982,3,Energetic
Catch You,To A New Earth EP,Kill Paris,2013,214240,33,0.59,0.0504,0.59,0.829,1.52e-06,0.0233,-4.71,0.0716,0.402,109.898,4,Energetic
I Can't Stop,I Can't Stop,Flux Pavilion,2010,305785,58,0.524,0.00108,0.524,0.601,0.601,0.398,-13.399,0.0335,0.314,139.972,4,Energetic
Gecko (Overdrive) - Radio Edit,Gecko (Overdrive),Oliver Heldens,2014-05-17,165440,0,0.609,0.00521,0.609,0.885,1.15e-05,0.336,-5.469,0.0642,0.76,124.959,4,Energetic
Booyah - Radio Edit,Booyah,Showtek,2013-01-01,215295,52,0.559,0.0453,0.559,0.916,1.26e-05,0.225,-3.05,0.0626,0.195,128.012,4,Energetic
Breakn' a Sweat - Zedd Remix,Breakn' A Sweat (Zedd Remix),Skrillex,2012-02-07,330576,50,0.58,0.00675,0.58,0.952,0.169,0.278,-4.097,0.0646,0.416,130.041,4,Energetic
Fly Away,Fly Away,Tones And I,2020-11-13,178156,84,0.806,0.217,0.806,0.513,0.0,0.217,-6.208,0.0685,0.503,124.988,4,Energetic
My Head & My Heart,Heaven & Hell,Ava Max,2020-09-18,174760,90,0.614,0.0697,0.614,0.934,0.0,0.121,-3.709,0.07,0.436,116.001,4,Energetic
BED,BED,Joel Corry,2021-02-26,178088,65,0.663,0.0134,0.663,0.783,0.00179,0.325,-4.585,0.0393,0.622,123.986,4,Energetic
So Close,So Close (feat. Georgia Ku),NOTD,2018-11-02,190302,76,0.7,0.121,0.7,0.872,7.08e-06,0.103,-5.896,0.0666,0.761,125.03,4,Energetic
Fall So Hard,My Blood,Christopher,2021-03-26,214720,51,0.572,0.0949,0.572,0.797,0.0,0.259,-4.181,0.0497,0.598,135.76,4,Energetic
Only Want You - Sam Feldt Remix,Only Want You (Sam Feldt Remix),Rita Ora,2019-04-05,179150,64,0.578,0.232,0.578,0.786,0.000106,0.122,-4.665,0.13,0.347,105.945,4,Energetic
Delicate - Seeb Remix,Delicate (Seeb Remix),Taylor Swift,2018-06-08,173265,56,0.68,0.0956,0.68,0.821,0.00315,0.0826,-3.77,0.041,0.571,105.986,4,Energetic
Polaroid,Blue,Jonas Blue,2018-11-09,193377,71,0.652,0.29,0.652,0.898,0.0,0.073,-4.481,0.0361,0.472,114.043,4,Energetic
2019,2019,Martin Jensen,2021-02-26,131381,71,0.876,0.119,0.876,0.765,5.2e-06,0.0826,-6.554,0.269,0.729,115.072,4,Energetic
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),Nathan Evans,2021-01-21,116750,92,0.722,0.0441,0.722,0.893,0.000937,0.0673,-3.255,0.0475,0.439,119.932,4,Energetic
Goosebumps,Goosebumps,HVME,2020-06-12,163208,89,0.767,0.325,0.767,0.659,0.0,0.13,-7.429,0.0444,0.439,124.946,4,Energetic
Your Love (9PM),Your Love (9PM),ATB,2021-01-15,150052,78,0.669,0.194,0.669,0.784,6.28e-06,0.115,-5.603,0.112,0.517,125.993,4,Energetic
Insomnia,Insomnia,Daya,2019-03-08,179745,69,0.754,0.0944,0.754,0.653,0.0,0.383,-5.095,0.0611,0.379,123.084,4,Energetic
We Don't Care,We Don't Care,Sigala,2018-07-27,207429,54,0.423,0.0316,0.423,0.857,0.0,0.0555,-3.441,0.275,0.655,180.01,4,Energetic
No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),Cheat Codes,2017-03-31,223503,73,0.741,0.0575,0.741,0.667,0.0,0.106,-5.445,0.134,0.595,112.956,4,Energetic
All Day And Night,Snacks,Jax Jones,2019-07-12,169466,72,0.567,0.317,0.567,0.765,0.0,0.14,-4.107,0.108,0.541,121.924,4,Energetic
Electricity (with Dua Lipa),Electricity (with Dua Lipa),Silk City,2018-09-06,238173,77,0.588,0.0104,0.588,0.67,3.33e-06,0.338,-6.439,0.0473,0.505,118.159,4,Energetic
Right Now,Right Now,Nick Jonas,2018-08-24,201680,67,0.597,0.0104,0.597,0.751,0.0,0.0912,-4.982,0.193,0.568,103.956,4,Energetic
Bittersweet Symphony (feat. Emily Roberts),Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,2019-03-29,194618,69,0.676,0.221,0.676,0.582,0.00627,0.515,-7.58,0.128,0.447,124.012,4,Energetic
Lullaby,Lullaby,Sigala,2018-02-23,204022,63,0.725,0.0784,0.725,0.834,1.27e-05,0.0834,-3.913,0.037,0.859,120.026,4,Energetic
Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,77,0.623,0.0162,0.623,0.734,1.75e-06,0.145,-5.948,0.107,0.37,107.853,4,Energetic
Touch,Glory Days: The Platinum Edition,Little Mix,2017-11-24,213306,4,0.607,0.032,0.607,0.718,0.0,0.403,-4.095,0.0978,0.551,101.821,4,Energetic
Feels Great (feat. Fetty Wap & CVBZ),Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,2017-10-13,193568,59,0.522,0.0454,0.522,0.833,0.0,0.127,-3.715,0.0575,0.296,180.009,4,Energetic
Jackie Chan,Jackie Chan,Tiësto,2018-05-18,215759,76,0.747,0.374,0.747,0.834,0.0,0.0586,-2.867,0.045,0.687,128.005,4,Energetic
King,Communion (Deluxe),Years & Years,2015-07-10,215360,70,0.56,0.0594,0.56,0.857,0.0,0.381,-4.145,0.0384,0.432,119.975,4,Energetic
Feel Good,I,Felix Jaehn,2018-02-16,166946,61,0.702,0.121,0.702,0.903,0.000123,0.168,-3.921,0.038,0.66,125.948,4,Energetic
Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,82,0.654,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,0.41,99.945,4,Energetic
By Your Side,Blue,Jonas Blue,2018-11-09,201254,67,0.695,0.0786,0.695,0.743,0.0,0.0587,-3.85,0.0329,0.634,123.007,4,Energetic
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,2012-12-07,233478,85,0.726,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,0.867,143.994,4,Energetic
Instruction,Tell Me You Love Me (Deluxe),Demi Lovato,2017-09-29,166426,56,0.771,0.112,0.771,0.916,0.0,0.125,-3.658,0.199,0.927,121.115,4,Energetic
Pumped Up,Pumped Up,Klingande,2017-09-08,177073,53,0.732,0.00719,0.732,0.734,1.49e-05,0.34,-6.423,0.107,0.643,123.033,4,Energetic
What Do You Mean?,Purpose (Deluxe),Justin Bieber,2015-11-13,205680,79,0.845,0.59,0.845,0.567,0.00142,0.0811,-8.118,0.0956,0.793,125.02,4,Energetic
Shed a Light,Shed a Light,Robin Schulz,2016-11-25,191379,64,0.483,0.112,0.483,0.787,0.0,0.257,-5.244,0.102,0.58,122.058,4,Energetic
Hot2Touch,I,Felix Jaehn,2018-02-16,160825,63,0.751,0.000754,0.751,0.718,3.23e-05,0.155,-5.289,0.0404,0.854,121.993,4,Energetic
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),Lana Del Rey,2013-02-01,214912,75,0.572,0.0157,0.572,0.81,6.53e-06,0.13,-5.791,0.0558,0.11,126.052,4,Energetic
Lullaby,Lullaby,R3HAB,2018-01-26,160183,64,0.626,0.0267,0.626,0.8,0.000138,0.0623,-3.988,0.035,0.258,127.966,4,Energetic
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,212640,78,0.738,0.0392,0.738,0.868,0.00169,0.388,-4.373,0.0731,0.336,122.003,4,Energetic
Moonlight,Moonlight,Gaullin,2018-09-07,173066,74,0.813,0.0529,0.813,0.761,0.0119,0.337,-5.687,0.085,0.29,124.957,4,Energetic
Scream & Shout,#willpower,will.i.am,2013-01-01,283400,80,0.772,0.019,0.772,0.685,8.96e-05,0.131,-6.849,0.0696,0.501,130.033,4,Energetic
Five More Hours - Deorro x Chris Brown,Five More Hours (Deorro x Chris Brown),Deorro,2015-03-03,211975,69,0.699,0.0288,0.699,0.883,0.0,0.817,-3.226,0.219,0.499,127.961,4,Energetic
Dancing Alone,Dancing Alone,Axwell /\ Ingrosso,2018-06-29,253770,58,0.699,0.0853,0.699,0.94,0.0,0.336,-5.969,0.208,0.652,122.079,3,Energetic
Ghost Town,Ghost Town,Adam Lambert,2015-04-21,208330,50,0.703,0.186,0.703,0.736,1.92e-05,0.174,-5.709,0.046,0.274,119.955,4,Energetic
Breathe,Breathe,Jax Jones,2017-12-01,207629,62,0.722,0.0234,0.722,0.744,0.000157,0.143,-5.52,0.0363,0.686,125.985,4,Energetic
Comencemos (Let's Start),Tropicoso,Jungle Fire,2014-09-30,152600,47,0.666,0.23,0.666,0.903,0.616,0.151,-6.462,0.0456,0.913,111.84,4,Energetic
Funk Up,Afro-Indio,Mongo Santamaria,1975,199880,0,0.596,0.406,0.596,0.699,0.881,0.0989,-8.673,0.0484,0.946,169.839,4,Energetic
Que Se Sepa,Roberto Roena y su Apollo Sound,Roberto Roena,2009,196226,0,0.71,0.64,0.71,0.797,5.59e-06,0.0646,-5.182,0.042,0.969,117.01,4,Energetic
Chérie Nye,Kidayu,Vaudou Game,2016-09-08,270173,0,0.748,0.501,0.748,0.808,0.364,0.0848,-6.1,0.0311,0.974,142.363,4,Energetic
La vie c'est bon,Kidayu,Vaudou Game,2016-09-08,212546,0,0.785,0.359,0.785,0.855,2.34e-05,0.213,-5.596,0.0346,0.982,137.432,4,Energetic
La dette,Kidayu,Vaudou Game,2016-09-08,241040,0,0.749,0.164,0.749,0.833,0.0343,0.111,-5.755,0.0422,0.973,134.378,4,Energetic
Elle décide,Kidayu,Vaudou Game,2016-09-08,222493,0,0.772,0.462,0.772,0.857,0.0102,0.076,-6.858,0.0389,0.977,111.367,4,Energetic
Pas Contente (feat. Roger Damawuzan),Apiafo,Vaudou Game,2014-09-26,213373,0,0.727,0.471,0.727,0.685,0.000312,0.0469,-6.45,0.0333,0.962,110.533,4,Energetic
Djin Ku Djin,Apiafo,Vaudou Game,2014-09-26,221146,0,0.634,0.115,0.634,0.784,0.105,0.109,-4.999,0.0297,0.963,142.504,4,Energetic
Ping pong,Ping pong,Old School Funky Family,2017-04-28,363807,8,0.682,0.00121,0.682,0.825,0.0151,0.0763,-6.416,0.0737,0.563,121.903,4,Energetic
Mucho Mas Mejor,Ping pong,Old School Funky Family,2017-04-28,331520,10,0.653,0.0065,0.653,0.64,0.000362,0.0299,-6.512,0.248,0.786,173.943,4,Energetic
Blue Nile,Black Diamond,Analog Son,2017-01-24,224147,9,0.737,0.0232,0.737,0.727,0.736,0.113,-8.541,0.0509,0.684,100.052,4,Energetic
Under the Oaks,Black Diamond,Analog Son,2017-01-24,273686,4,0.761,0.0456,0.761,0.65,0.777,0.182,-7.505,0.0941,0.556,93.134,4,Energetic
Black Diamond (feat. Jason Hann),Black Diamond,Analog Son,2017-01-24,215171,4,0.643,0.0298,0.643,0.966,0.844,0.088,-6.384,0.0739,0.795,132.011,4,Energetic
What It Is?!,Stomp and Shout,Analog Son,2015-03-31,273146,3,0.679,0.116,0.679,0.886,0.0298,0.109,-4.675,0.0807,0.772,95.981,4,Energetic
The Professor,Analog Son,Analog Son,2014-05-26,347466,6,0.75,0.14,0.75,0.872,0.697,0.0109,-5.834,0.0576,0.949,105.106,4,Energetic
Welcome to the Party,Har-You Percussion Group,Har-You Percussion Group,1991-06-17,243400,0,0.646,0.824,0.646,0.803,0.83,0.0762,-10.335,0.0595,0.84,123.458,4,Energetic
Los Feligreses,Tropicoso,Jungle Fire,2014-09-30,234040,22,0.757,0.0236,0.757,0.875,0.792,0.14,-7.616,0.0451,0.976,104.438,4,Energetic
MC2 (Theme Realidades),Anthology,Willie Colón,2012-04-10,222293,0,0.494,0.0316,0.494,0.955,0.809,0.111,-6.077,0.0757,0.727,122.678,4,Energetic
Lupita,Ritual,Nico Gomez And His Afro Percussion Inc.,1971,222453,0,0.789,0.471,0.789,0.875,0.111,0.0322,-8.808,0.112,0.509,111.242,4,Energetic
Descarga D'escargot,Diggin Deeper,Speedometer,2006-11-20,263038,9,0.662,0.698,0.662,0.873,0.8,0.0955,-6.405,0.058,0.93,121.549,4,Energetic
Culebro,Tropicoso,Jungle Fire,2014-09-30,234333,18,0.581,0.00707,0.581,0.871,0.713,0.0724,-7.66,0.042,0.91,118.497,4,Energetic
Crazy Lady,Fuego,Mongo Santamaria,2009,273626,0,0.48,0.0624,0.48,0.862,0.521,0.0929,-8.91,0.0448,0.877,141.954,4,Energetic
Broasted or Fried,Black Feeling,Various Artists,2007-09-17,318120,9,0.553,0.02,0.553,0.953,0.445,0.0544,-3.072,0.0425,0.807,104.565,4,Energetic
Cucaraca Macara,Fania Latin Funk Essentials,Various Artists,2013-10-08,266826,0,0.467,0.121,0.467,0.901,0.00355,0.27,-5.897,0.0488,0.839,106.212,4,Energetic
Quimbombó,This Is Afro-Cuban Funk,PALO!,2009-06-30,257465,1,0.828,0.0481,0.828,0.921,0.278,0.0255,-5.109,0.0616,0.824,111.99,4,Energetic
Happy Soul With A Hook (DJ Format Remix),I Like It Like That Fania Remixed,Various Artists,2009,190866,0,0.843,0.0509,0.843,0.956,0.869,0.0427,-4.203,0.0833,0.871,138.981,4,Energetic
Vamanos Pal Monte,"The Craig Charles Funk & Soul Club, Vol. 3",Various Artists,2014-11-24,298320,11,0.751,0.103,0.751,0.8,0.512,0.0623,-8.019,0.0815,0.505,122.996,4,Energetic
Homenage,Homenage,Brownout,2008-02-04,220733,32,0.545,0.199,0.545,0.9,0.00029,0.0621,-8.2,0.0382,0.958,129.914,4,Energetic
Funky Tumbao,Funky Tumbao,Setenta,2011-04-15,220000,0,0.848,0.143,0.848,0.76,0.000219,0.0526,-6.828,0.0504,0.97,110.018,4,Energetic
Efori,Jambu,Jungle Fire,2017-02-03,238293,12,0.569,0.00851,0.569,0.921,0.863,0.059,-6.675,0.0623,0.964,173.984,3,Energetic
Aftershower Funk,Soul Jazz Records Presents Nu Yorica! Culture Clash In New York City: Experiments In Latin Music 1970-77,Various Artists,2015-05-19,310226,0,0.483,0.029,0.483,0.733,0.559,0.0641,-11.961,0.0607,0.877,127.042,4,Energetic
Hot Pants Road,Número 3,Ocho,1974,285080,0,0.438,0.739,0.438,0.874,0.0728,0.175,-7.12,0.0326,0.898,134.629,4,Energetic
African Battle,African Battle,Brownout,2008-01-14,184573,28,0.482,0.00023,0.482,0.862,0.649,0.202,-8.255,0.0713,0.476,118.915,4,Energetic
Funky Djembe,The 3 Faces Of Snowboy,Snowboy,1992-01-01,394160,0,0.638,0.0132,0.638,0.906,0.804,0.0496,-11.795,0.0648,0.624,132.225,4,Energetic
Zip Zap,Bad Breath,Bobby Valentin,2009,274000,0,0.503,0.78,0.503,0.611,0.884,0.0747,-11.708,0.0341,0.952,108.738,4,Energetic
Latin Strut,Soul Jazz Records Presents Nu Yorica! Culture Clash In New York City: Experiments In Latin Music 1970-77,Various Artists,2015-05-19,245453,0,0.62,0.0552,0.62,0.757,0.889,0.0999,-12.909,0.04,0.853,130.75,4,Energetic
Amigos,Soul Jazz Records Presents Nu Yorica! Culture Clash In New York City: Experiments In Latin Music 1970-77,Various Artists,2015-05-19,307853,0,0.495,0.309,0.495,0.496,0.428,0.126,-19.715,0.341,0.812,156.108,4,Energetic
Más Pan,Tradition In Transition,Quantic,2009-01-01,328413,0,0.632,0.136,0.632,0.949,0.491,0.164,-5.666,0.0584,0.968,114.364,4,Energetic
Hustler,Anthology,Willie Colón,2012-04-10,392493,0,0.462,0.71,0.462,0.725,0.886,0.254,-11.538,0.0433,0.88,108.441,4,Energetic
There You Go,El Barrio Funk,Various Artists,2009,189666,0,0.461,0.169,0.461,0.757,0.832,0.107,-7.226,0.0418,0.909,159.549,4,Energetic
I'm On My Way,Beautiful,Candido,2003-01-01,191333,18,0.573,0.346,0.573,0.94,0.479,0.35,-6.076,0.0466,0.876,129.353,4,Energetic
What You Don't Know,Afro-Indio,Mongo Santamaria,1975,263053,0,0.608,0.632,0.608,0.723,0.763,0.141,-9.215,0.0394,0.879,129.427,4,Energetic
Latin Asscape,Homenage,Brownout,2008-02-04,195573,12,0.482,0.0274,0.482,0.824,0.952,0.0919,-7.605,0.0854,0.417,116.744,4,Energetic
Smoke,Ponte Duro The Fania All Stars Story,Fania All Stars,2010-10-26,243480,0,0.5,0.118,0.5,0.968,0.74,0.0566,-6.969,0.0586,0.844,123.707,4,Energetic
Song For Ray,San Sebastian 152,Bronx River Parkway,2008,255306,0,0.798,0.0761,0.798,0.772,0.774,0.104,-7.842,0.0496,0.544,103.114,4,Energetic
Panama City (Soul Descarga),Tropidelico,The Quantic Soul Orchestra,2007-01-01,317013,0,0.713,0.0161,0.713,0.92,0.802,0.103,-2.917,0.0427,0.675,112.167,4,Energetic
Harrow,Harrow B/w Nautilus (Hijacked),Breakdown Brass,2016-03-11,192143,18,0.531,0.0459,0.531,0.905,0.849,0.0382,-5.099,0.0323,0.964,144.066,4,Energetic
Nautilus (Hijacked),Harrow B/w Nautilus (Hijacked),Breakdown Brass,2016-03-11,210500,24,0.755,0.0951,0.755,0.791,0.789,0.0709,-6.331,0.051,0.827,111.911,4,Energetic
Mary Jane,Mary Jane / The Horseman - Single,Breakdown Brass,2015-10-30,213695,19,0.438,0.32,0.438,0.763,0.596,0.0688,-4.904,0.078,0.964,191.669,4,Energetic
The Horseman,Mary Jane / The Horseman - Single,Breakdown Brass,2015-10-30,270113,12,0.661,0.0153,0.661,0.905,0.917,0.215,-5.634,0.075,0.666,104.126,4,Energetic
Monmouth,Monmouth - Next Episode - Single,Breakdown Brass,2015-04-21,183830,17,0.737,0.289,0.737,0.812,0.92,0.102,-4.288,0.105,0.842,95.869,4,Energetic
Next Episode,Monmouth - Next Episode - Single,Breakdown Brass,2015-04-21,130780,27,0.733,0.101,0.733,0.86,0.384,0.419,-3.385,0.0931,0.491,97.007,4,Energetic
No Patience,Southern Comfort,Matthew Hartnett,2016-02-19,281480,1,0.579,0.0863,0.579,0.876,0.922,0.29,-4.556,0.123,0.67,143.664,4,Energetic
Rippin Herb,Totem,The Motet,2016-07-08,272556,17,0.772,0.107,0.772,0.931,0.922,0.0985,-8.389,0.0447,0.955,111.022,4,Energetic
The Get Down,Joyride,Kung Fu,2016-03-15,430000,10,0.572,0.102,0.572,0.786,0.754,0.228,-6.711,0.06,0.624,137.327,4,Energetic
Superphonic,Shut up About the Sun,Space Orphan,2016-09-30,364453,2,0.707,0.0889,0.707,0.629,0.329,0.226,-7.546,0.112,0.881,124.9,4,Energetic
Crazy C,Paint the Town Metate,El Metate,2016-06-10,267631,1,0.637,0.152,0.637,0.784,0.734,0.14,-6.04,0.0387,0.661,130.095,4,Energetic
Scool (2016),Lift Off,The Funkstamatics,2016-04-08,223784,4,0.646,0.0365,0.646,0.874,0.753,0.0345,-6.453,0.076,0.671,106.357,4,Energetic
Second Line,Proximo Disco,The Jig,2016-06-03,208497,2,0.589,0.0236,0.589,0.871,0.883,0.209,-6.418,0.0286,0.935,99.524,4,Energetic
Humpin' & Bumpin',Where Y'at?,The Soul Snatchers,2016-03-03,178866,14,0.763,0.119,0.763,0.96,0.886,0.0266,-5.326,0.0439,0.871,100.037,4,Energetic
Fuego Policía,Nômade Orquestra,Nomade Orquestra,2016-04-22,324240,7,0.713,0.183,0.713,0.773,0.726,0.113,-5.757,0.0267,0.695,104.994,4,Energetic
Party Music,It Is What It Is,A.J. & the Jiggawatts,2016-10-21,231151,0,0.559,0.00775,0.559,0.866,6.42e-05,0.036,-4.781,0.0717,0.763,114.547,4,Energetic
Get Funky,Lapeitah,Corey Henry,2016-06-24,229320,0,0.717,0.0508,0.717,0.824,0.0303,0.067,-6.411,0.0825,0.946,93.777,4,Energetic
Beef Grinder,"The Craig Charles Funk & Soul Club, Vol. 4",Various Artists,2016-12-09,245479,2,0.722,0.00559,0.722,0.923,0.0338,0.2,-8.12,0.0371,0.871,119.996,4,Energetic
Jungle Fury,Downtown Funk 74,Speedometer,2017-01-13,203868,13,0.82,0.0674,0.82,0.951,0.878,0.0808,-7.862,0.0492,0.963,104.615,4,Energetic
Odessa Heat,Pushing Fire,Soul Scratch,2017-01-13,191840,0,0.545,0.00117,0.545,0.886,0.482,0.0584,-7.614,0.0706,0.826,119.546,4,Energetic
Wind Up,"Lab Experiments: Mixin', Vol. 1",Cookin' On 3 Burners,2017-05-26,207037,13,0.679,0.00577,0.679,0.899,0.85,0.118,-6.046,0.051,0.703,110.775,4,Energetic
Dr. Drake,Dr. Drake,PHO,2017-01-23,300119,1,0.69,0.0755,0.69,0.665,0.898,0.185,-5.878,0.0895,0.739,124.067,4,Energetic
Callejero,Jambu,Jungle Fire,2017-02-03,252066,13,0.731,0.351,0.731,0.762,0.837,0.39,-5.681,0.0315,0.989,127.99,4,Energetic
Curitiba Strut,Curitiba Strut / Hanging On,Ikebe Shakedown,2017-01-13,251000,26,0.719,0.246,0.719,0.838,0.92,0.18,-7.85,0.0611,0.838,119.567,4,Energetic
Control Per Capita (C.P.C.),Control Per Capita (C.P.C.),Super Yamba Band,2017-01-27,425209,3,0.635,0.00326,0.635,0.848,0.78,0.678,-8.08,0.0429,0.923,156.043,4,Energetic
17hr Trip,Drinking Water,The Seven Ups,2017-03-10,235813,10,0.529,0.00601,0.529,0.955,0.832,0.103,-4.046,0.0559,0.893,130.027,4,Energetic
2 Much Effort,Islands,Diazpora,2017-02-10,276346,0,0.717,0.00142,0.717,0.88,0.853,0.0943,-9.698,0.0685,0.861,137.693,4,Energetic
People's Republic,Liberated Thoughts,Dem Juju Poets,2017-04-21,233643,6,0.79,0.18,0.79,0.782,0.904,0.0868,-7.088,0.0478,0.821,118.011,4,Energetic
Take It Back - Instrumental,Take It Back,The Haggis Horns,2017-06-09,214195,12,0.959,0.0905,0.959,0.578,0.5,0.297,-7.018,0.0664,0.961,104.049,4,Energetic
Get Down and Shake It Up,"The Break Down - Raw Old School Funk, Rare Grooves, Hiphop Breaks & Drumbeats from Analog Tapes",The Rhythm Snipers,2017-03-31,133530,0,0.786,0.0911,0.786,0.536,0.852,0.0548,-10.128,0.0811,0.799,109.027,4,Energetic
Plums,New Day,Flyjack,2017-03-31,263093,1,0.547,0.731,0.547,0.924,0.913,0.519,-4.697,0.0676,0.699,112.548,4,Energetic
Tripped Out Slim,Parking Lot Symphony,Trombone Shorty,2017-04-28,139105,45,0.759,0.132,0.759,0.783,0.0166,0.0234,-5.601,0.0871,0.67,115.761,4,Energetic
Street Market,Islands,Diazpora,2017-02-10,240506,0,0.676,0.00114,0.676,0.856,0.856,0.112,-7.064,0.0896,0.883,151.018,4,Energetic
Bamako,Bamako,Songhoy Blues,2017-04-20,220133,0,0.757,0.0321,0.757,0.792,7.14e-05,0.0997,-7.919,0.193,0.908,118.548,4,Energetic
De Nueva York,Melaza,Melaza,2013-11-01,276613,2,0.739,0.556,0.739,0.828,0.00104,0.0982,-4.921,0.0316,0.935,139.399,4,Energetic
Fantasía,Quarter Street,Quarter Street,2015-08-14,286573,0,0.553,0.362,0.553,0.781,0.0,0.0903,-5.718,0.0431,0.945,97.596,4,Energetic
Ven a Bailar,Somos la Plena / Ven a Bailar,La Máquina Insular,2016-04-08,204387,4,0.68,0.379,0.68,0.761,0.000461,0.189,-4.917,0.268,0.73,127.761,4,Energetic
Llegó la Hora,Salsa Pa'l Mundo Entero (Remastered Edition),Mercadonegro,2012-04-27,293133,17,0.84,0.372,0.84,0.903,0.00116,0.0445,-4.186,0.0433,0.943,109.36,4,Energetic
Hacha Y Machete,El Cantante de los Cantantes,Héctor Lavoe,2013-06-18,331333,0,0.605,0.455,0.605,0.781,0.0,0.165,-8.242,0.0401,0.842,105.883,4,Energetic
El Titan,A Man and His Music - The Player,Willie Colón,2013-12-24,320613,0,0.602,0.612,0.602,0.744,0.0,0.127,-6.62,0.108,0.699,109.388,4,Energetic
Me Tienes Loco,Anthology,Ismael Rivera,2012-09-11,249306,0,0.678,0.623,0.678,0.721,0.0,0.15,-4.806,0.0575,0.966,100.433,4,Energetic
Ahora Si,United We Swing,Spanish Harlem Orchestra,2007-05-15,325706,0,0.69,0.166,0.69,0.844,0.00318,0.287,-4.221,0.0568,0.961,105.06,4,Energetic
El Heredero del Sabor,"La Voz del Caribe, Hecho en Venezuela",Herman Olivera,2014-06-20,272579,10,0.704,0.415,0.704,0.842,1e-06,0.0326,-4.462,0.0551,0.946,184.85,4,Energetic
Manos Duras,Anthology,Ray Barretto,2012-09-11,312533,0,0.635,0.762,0.635,0.878,0.269,0.0888,-4.386,0.0538,0.917,110.6,4,Energetic
Salsa Pa'l Bailador,Bailalo! 2012 Gold Edition,Mercadonegro,2012-04-02,274133,2,0.713,0.502,0.713,0.882,3.53e-06,0.0934,-3.318,0.0936,0.942,98.693,4,Energetic
Se casa la rumba,Quarter Street,Quarter Street,2015-08-14,271493,0,0.69,0.408,0.69,0.882,0.000275,0.0832,-4.151,0.0401,0.973,107.179,4,Energetic
Avisale A Mi Contrario,Roberto Roena y su Apollo Sound,Roberto Roena,2009,222426,0,0.663,0.522,0.663,0.859,5.06e-05,0.267,-3.215,0.0366,0.962,94.974,4,Energetic
Traigo Salsa,Anthology,Ismael Rivera,2012-09-11,254253,0,0.512,0.642,0.512,0.575,0.0,0.0295,-7.008,0.0437,0.968,172.361,4,Energetic
Indestructible,Masterwork Indestructible,Ray Barretto,2009,256160,0,0.574,0.487,0.574,0.6,0.000373,0.0602,-12.585,0.0582,0.837,109.189,4,Energetic
